"","shortPostCode","population2019","population2020","population2021","population2022"
"1705","SE17",33779.5312981852,33969.1207384441,34159.774259656,34351.4978340328
"1706","SE18",77818.3218712979,78255.08139751,78694.2922601061,79135.9682173437
"1707","SE19",27805.1871154423,27961.2452269352,28118.179222991,28275.994019559
"1708","SE2 ",27256.1226610108,27409.0991186565,27562.9341649167,27717.6326186664
"1709","SE20",23009.4208458747,23138.5624606692,23268.428889738,23399.0242011403
"1710","SE21",15344.6419600193,15430.7645901557,15517.370588196,15604.4626670687
"1711","SE22",29904.9061279936,30072.7490256274,30241.5339505716,30411.2661900052
"1712","SE23",33676.958817687,33865.9725643701,34056.0471608949,34247.1885613385
"1713","SE24",19020.155844538,19126.9074944757,19234.2582938029,19342.2116052781
"1714","SE25",34880.67704471,35076.4467248273,35273.3151728269,35471.288555603
"1715","SE26",28537.2730546843,28697.4400379735,28858.50596709,29020.4758874157
"1716","SE27",21958.5557270451,22081.7993047145,22205.7345936069,22330.3654759888
"1717","SE28",29653.5029895176,29819.9348734852,29987.3008653728,30155.6062079116
"1718","SE3 ",31968.4230886044,32147.8475864112,32328.2791138837,32509.72332303
"1719","SE4 ",28884.2093857812,29046.3235679298,29209.3476246644,29373.286662705
"1720","SE5 ",46515.6142933779,46776.6856859716,47039.2223558289,47303.2325268976
"1721","SE6 ",53569.9863590136,53870.6507950837,54173.0027265082,54477.0516244458
"1722","SE7 ",21257.6437769741,21376.9534485419,21496.9327520726,21617.5854459117
"1723","SE8 ",28015.3601392082,28172.5978581261,28330.7180822172,28489.7257645893
"1724","SE9 ",63204.7602379667,63559.5003617841,63916.2314836683,64274.9647782033
"1725","SG1 ",51537.6433875739,51826.9011891656,52117.7824657609,52410.2963292006
"1726","SG10",2098.7133999974,2110.49254208368,2122.33779523986,2134.24953051789
"1727","SG11",8013.72644206002,8058.70391368703,8103.93382379801,8149.41758921756
"1728","SG12",30235.752658228,30405.4524498467,30576.1046906933,30747.7147264405
"1729","SG13",16736.4097346223,16830.3437364153,16924.8049478567,17019.7963279392
"1730","SG14",18903.5047882851,19009.6017278816,19116.2941422707,19223.5853735866
"1731","SG15",5615.34050099927,5646.85690224977,5678.55019100114,5710.42136004403
"1732","SG16",6144.29270435271,6178.77787835711,6213.45660225949,6248.32996236909
"1733","SG17",12271.4899952891,12340.3643943685,12409.6253547255,12479.2750459558
"1734","SG18",24263.4197005928,24399.5994515549,24536.5435187098,24674.2561918235
"1735","SG19",24232.2457114218,24368.2504966892,24505.0186161452,24642.5543540439
"1736","SG2 ",42348.3558700002,42586.0383000613,42825.0547355731,43065.4126637131
"1737","SG3 ",7107.66953099263,7147.56170936629,7187.67778474142,7228.019013752
"1738","SG4 ",29375.9539246402,29540.8280495201,29706.6275393133,29873.3575876802
"1739","SG5 ",31583.2734804592,31760.5363053292,31938.794027359,32118.0522304625
"1740","SG6 ",33435.6118047501,33623.2709783135,33811.9833991041,34001.7549785286
"1741","SG7 ",13350.5122656279,13425.4427353632,13500.7937563988,13576.5676891018
"1742","SG8 ",38491.8317257788,38707.8692061988,38925.119208623,39143.5885383963
"1743","SG9 ",9426.61208029497,9479.5194487266,9532.72376261546,9586.22668858394
"1744","SK1 ",11614.8249975898,11680.0138289729,11745.5685361861,11811.4911727272
"1745","SK10",40027.40209559,40252.0580474838,40477.9748930175,40705.1597090244
"1746","SK11",36752.1220075251,36958.3952733743,37165.8262590471,37374.4214623082
"1747","SK12",19179.0426280548,19286.6860386296,19394.9336036486,19503.7887139613
"1748","SK13",33275.7194086794,33462.481177551,33650.2911569176,33839.1552299171
"1749","SK14",46492.4852046381,46753.4267839745,47015.8329119907,47279.711808545
"1750","SK15",27577.91867826,27732.7012333986,27888.3525139712,28044.8773957463
"1751","SK16",19755.2586214417,19866.1360753397,19977.6358349243,20089.7613929199
"1752","SK17",32387.7635235823,32569.5415921845,32752.3398999953,32936.1641731622
"1753","SK2 ",29071.2533208073,29234.4172971237,29398.4970400523,29563.4976893827
"1754","SK22",12298.6415342445,12367.6683227999,12437.0825279269,12506.8863240219
"1755","SK23",17221.1149856039,17317.7694217456,17414.9663361201,17512.7087734158
"1756","SK3 ",28546.3235676694,28706.5413474506,28867.6583581571,29029.6796467711
"1757","SK4 ",34999.3393260707,35195.7750046384,35393.3131890408,35591.9600671512
"1758","SK5 ",29317.6283965137,29482.1751662231,29647.6454635472,29814.0444718344
"1759","SK6 ",51098.1907015179,51384.9820512209,51673.3830328333,51963.4026805009
"1760","SK7 ",40681.0502556276,40909.3748430537,41138.9809145344,41369.875662468
"1761","SK8 ",58673.4700700758,59002.7780835718,59333.9343560445,59666.9492609471
"1762","SK9 ",38214.2826609014,38428.7623822338,38644.4458825635,38861.339918165
"1763","SL0 ",11181.4059868572,11244.1622306796,11307.2706973033,11370.7333635977
"1764","SL1 ",71201.3912666103,71601.0129131255,72002.8774576728,72406.9974886385
"1765","SL2 ",53589.0929975378,53889.8646706465,54192.3244409833,54496.4817830849
"1766","SL3 ",45416.4797719609,45671.3822128056,45927.7153073397,46185.4870851842
"1767","SL4 ",43590.2873740715,43834.9402116441,44080.9661764553,44328.3729752558
"1768","SL5 ",24003.9716616856,24138.695246544,24274.1749747846,24410.4150903028
"1769","SL6 ",78273.8643582163,78713.1806411918,79154.9626104864,79599.2241048974
"1770","SL7 ",21063.5605540707,21181.780923088,21300.6648102991,21420.2159397353
"1771","SL8 ",6484.18974757222,6520.58261205346,6557.17973344831,6593.98225815972
"1772","SL9 ",20899.6457077843,21016.9460958913,21134.9048387494,21253.5256314103
"1773","SM1 ",38275.6250266895,38490.4490353565,38706.478755352,38923.7209537958
"1774","SM2 ",27843.4003924906,27999.6729780608,28156.8226519412,28314.8543368372
"1775","SM3 ",21135.9646579518,21254.591398905,21373.8839388363,21493.8460145783
"1776","SM4 ",37047.7720983729,37255.7047162936,37464.8043672409,37675.0776012503
"1777","SM5 ",38899.1048101099,39117.4281326693,39336.9768066451,39557.7577093881
"1778","SM6 ",36698.8245421682,36904.7986731202,37111.9288449849,37320.2215461044
"1779","SM7 ",18365.5020719466,18468.5794422972,18572.2353399452,18676.4730119062
"1780","SN1 ",29831.4964115586,29998.9272932019,30167.2978896936,30336.6134752339
"1781","SN10",31721.042400344,31899.0784607032,32078.113758048,32258.1539006498
"1782","SN11",22483.485480183,22609.6752543876,22736.5732755021,22864.1835186003
"1783","SN12",25352.4980964707,25494.7903586352,25637.8812437912,25781.7752342532
"1784","SN13",16621.7699034772,16715.0604830384,16808.8746610061,16903.2153761045
"1785","SN14",28240.6173512827,28399.1193384456,28558.5109265554,28718.7971085452
"1786","SN15",35306.0511550113,35504.208270252,35703.4775529834,35903.8652453055
"1787","SN16",13908.6272330446,13986.690153119,14065.1912055403,14144.1328493497
"1788","SN2 ",41378.9453680369,41611.1869294007,41844.7319590464,42079.58777276
"1789","SN25",35402.5899601861,35601.2889046746,35801.1030576997,36002.0386784294
"1790","SN26",1837.25413598239,1847.56582385572,1857.93538663307,1868.36314914048
"1791","SN3 ",51403.8969179046,51692.4040602259,51982.5304644351,52274.2852187268
"1792","SN4 ",27783.0636392564,27938.9975815467,28095.8067114935,28253.4959411347
"1793","SN5 ",33186.219891382,33372.4793393884,33559.7841785868,33748.1402762917
"1794","SN6 ",21279.76725316,21399.2010939304,21519.3052635701,21640.0835243359
"1795","SN7 ",13559.6796768399,13635.7841099455,13712.3156832843,13789.2767942037
"1796","SN8 ",24152.8023196634,24288.3612246123,24424.6809612223,24561.7657997023
"1797","SN9 ",8175.63006323855,8221.51622766666,8267.65993066606,8314.06261768588
"1798","SO14",27605.0702172154,27760.0051618299,27915.8096871727,28072.4886738124
"1799","SO15",42348.3558700002,42586.0383000613,42825.0547355731,43065.4126637131
"1800","SO16",66287.968328236,66660.0131236569,67034.1460405468,67410.3787986
"1801","SO17",19430.4457665308,19539.5001907719,19649.1666888474,19759.4486960549
"1802","SO18",37197.6083689045,37406.3819509704,37616.3272860194,37827.4509505782
"1803","SO19",56658.2225120524,56976.2198399994,57296.0019450907,57617.5788444843
"1804","SO20",8126.35504809726,8171.96465384677,8217.83024596709,8263.95326119552
"1805","SO21",19666.7647166982,19777.1454937856,19888.1457889343,19999.769079223
"1806","SO22",28771.5807797439,28933.0628277701,29095.4512024953,29258.750990727
"1807","SO23",22489.5191555064,22615.742794039,22742.6748695468,22870.3193581706
"1808","SO24",11387.5565604075,11451.4698354363,11515.7418271664,11580.3745489145
"1809","SO30",32459.1620149094,32641.3408113929,32824.5420961918,33008.7716080768
"1810","SO31",44984.0663737823,45236.5418711209,45490.4344007977,45745.7519159831
"1811","SO32",19862.8591647094,19974.3405324566,20086.4475953894,20199.183865256
"1812","SO40",42089.9134436469,42326.145351659,42563.7031239887,42802.5942021208
"1813","SO41",31564.166841935,31741.3224297664,31919.4723128839,32098.6220718234
"1814","SO42",5302.59499673516,5332.35609698478,5362.28423301379,5392.38034231951
"1815","SO43",4415.64472419194,4440.42776822685,4465.34990843231,4490.41192549307
"1816","SO45",35183.3664234351,35380.8349640066,35579.4118074063,35779.1031740438
"1817","SO50",46650.366375601,46912.1940715198,47175.4912894955,47440.2662772999
"1818","SO51",26727.1704576573,26877.1781425491,27028.0277536584,27179.7240163414
"1819","SO52",7076.49554182161,7116.21275450065,7156.15288217676,7196.31717597239
"1820","SO53",32641.177887166,32824.3782575439,33008.6068498757,33193.8694351126
"1821","SP1 ",21611.6193959483,21732.9157747582,21854.8929360325,21977.5547006995
"1822","SP10",40880.1615413005,41109.6036515504,41340.3335180119,41572.3583682861
"1823","SP11",23577.5919388304,23709.9224445108,23842.9956622874,23976.815760672
"1824","SP2 ",29473.4983423688,29638.9199405513,29805.2699763704,29972.5536607325
"1825","SP3 ",11366.4386967756,11430.2334466564,11494.3862480097,11558.8991104186
"1826","SP4 ",31285.6121645036,31461.2043491928,31637.7820544836,31815.3508116636
"1827","SP5 ",22486.5023178447,22612.7090242133,22739.6240725245,22867.2514383855
"1828","SP6 ",14125.8395446878,14205.1215805699,14284.8485911521,14365.0230738787
"1829","SP7 ",13632.083780721,13708.5945857625,13785.5348118215,13862.9068690467
"1830","SP8 ",14651.7749103795,14734.0087868516,14816.704205388,14899.8637564186
"1831","SP9 ",10737.9308505856,10798.1980663007,10858.8035350126,10919.7491551845
"1832","SR1 ",5444.38636683561,5474.94327879302,5505.67169306594,5536.57257222034
"1833","SR2 ",33117.8382377165,33303.7138900057,33490.6327794127,33678.6007611622
"1834","SR3 ",39633.2019744597,39855.6454569248,40079.3374154257,40304.2848571016
"1835","SR4 ",41813.3699913233,42048.0497843025,42284.04673027,42521.3682218178
"1836","SR5 ",34987.2719754238,35183.6399253356,35381.1100009512,35579.6883880107
"1837","SR6 ",30254.8592967521,30424.6663254095,30595.4264051684,30767.1448850796
"1838","SR7 ",31339.9152424144,31515.8122060555,31692.6964008866,31870.5733677959
"1839","SR8 ",35642.9313605691,35842.9792341226,36044.1498871498,36246.449621311
"1840","SS0 ",41686.6628095315,41920.6314516228,42155.9132553298,42392.5155908426
"1841","SS1 ",26098.6626114674,26245.1427621934,26392.4450406613,26540.5740611072
"1842","SS11",16831.9429272431,16926.4131142293,17021.4135202323,17116.9471211348
"1843","SS12",18130.1887343331,18231.945395892,18334.2731721991,18437.1752686665
"1844","SS13",22248.1721425694,22373.0412079824,22498.611107756,22624.8857753607
"1845","SS14",25054.8367805152,25195.4584024987,25336.8692709157,25479.0738154543
"1846","SS15",30432.8527187931,30603.6587451262,30775.4234294892,30948.1521524019
"1847","SS16",29655.5142146254,29821.9573867023,29989.3347300544,30157.6514877683
"1848","SS17",33007.2208567871,33192.4756630631,33378.7702219252,33566.110369041
"1849","SS2 ",36659.605652566,36865.359665386,37072.2684836939,37280.3385888978
"1850","SS3 ",28764.5414918666,28925.9840315101,29088.3326761097,29251.5925112284
"1851","SS4 ",21110.8243441042,21229.3099836908,21348.4606303164,21468.280016369
"1852","SS5 ",21660.8944110896,21782.4673485781,21904.7226207315,22027.6640571899
"1853","SS6 ",31970.4343137122,32149.8700996283,32330.3129785652,32511.7686028868
"1854","SS7 ",49532.4519550895,49810.4555116788,50090.019378215,50371.1523120216
"1855","SS8 ",38384.2311825111,38599.664749082,38816.3074481579,39034.1660660603
"1856","SS9 ",50359.0654743985,50641.7084439226,50925.9377623487,51211.7623331455
"1857","ST1 ",30027.5908595699,30196.1223318729,30365.5996961487,30536.0282612669
"1858","ST10",25741.6701548315,25886.1466661514,26031.434059679,26177.5368865342
"1859","ST11",10051.0974762693,10107.509802648,10164.2387462494,10221.2860841046
"1860","ST12",3830.37821781988,3851.87642203964,3873.49528608943,3895.23548717903
"1861","ST13",28138.0448707845,28295.9711643716,28454.7838277942,28614.487835851
"1862","ST14",20660.3099199552,20776.2670230518,20892.8749416401,21010.1373284571
"1863","ST15",21532.1760041899,21653.0265026812,21774.5552811097,21896.7661463579
"1864","ST16",31128.7366060946,31303.448318256,31479.1406093196,31655.8189828372
"1865","ST17",39940.9194159543,40165.0899791469,40390.5187117091,40617.2126751842
"1866","ST18",16314.0524619827,16405.6159608163,16497.6933647227,16590.2875580219
"1867","ST19",14833.7907826361,14917.0462330026,15000.768959072,15084.9615834544
"1868","ST2 ",34383.9044430815,34576.8859601941,34770.950596474,34966.1044309859
"1869","ST20",6748.66584924894,6786.54310010713,6824.63293907748,6862.93655932225
"1870","ST21",5705.84563085062,5737.86999702099,5770.07410167272,5802.45895359774
"1871","ST3 ",68049.8015226756,68431.73470187,68815.8115016202,69202.0439531123
"1872","ST4 ",57518.0212456402,57840.8442403259,58165.4790964707,58491.9359832447
"1873","ST5 ",82862.4744416797,83327.5445460926,83795.2248815355,84265.5300980709
"1874","ST6 ",64815.7515493207,65179.5334487118,65545.3570936224,65913.2339434595
"1875","ST7 ",53179.8086880989,53478.2832309589,53778.4329782796,54080.2673322364
"1876","ST8 ",20489.3557857916,20604.3533995951,20719.9964437049,20836.2885406334
"1877","ST9 ",11730.4704412888,11796.3083389584,11862.5157553776,11929.0947644903
"1878","SW10",18581.7087710359,18685.9996131395,18790.8757932162,18896.3405965067
"1879","SW11",72119.5155283246,72524.290196749,72931.3366848189,73340.6677432445
"1880","SW12",31763.278127608,31941.5512382631,32120.8249163614,32301.1047776416
"1881","SW13",16280.8672477038,16372.2444927335,16464.1345974765,16556.5404403855
"1882","SW14",16924.4592822023,17019.4487222177,17114.9712955855,17211.0299945453
"1883","SW15",60795.312558813,61136.5295276526,61479.6615951227,61824.7195098176
"1884","SW16",81381.2071497793,81837.9635616703,82297.283543544,82759.181483575
"1885","SW17",64575.4101489377,64937.8431192638,65302.3102641723,65668.8230005779
"1886","SW18",59323.0957798977,59656.0498527074,59990.8726481983,60327.5746546771
"1887","SW19",78111.9607370378,78550.3683272122,78991.2365036183,79434.5790764291
"1888","SW1A",247.380688260355,248.769125707995,250.165355835652,251.569422380163
"1889","SW1E",924.157937037666,929.344823274989,934.560821190912,939.8060941763
"1890","SW1H",738.119614565448,742.262350689708,746.428338143775,750.617707426991
"1891","SW1P",13583.8143781336,13660.0542685512,13736.7220594634,13813.8201524847
"1892","SW1V",22700.6977918262,22828.1066818385,22956.2306611139,23085.0737431293
"1893","SW1W",8605.0266237555,8653.32279952566,8701.89004018567,8750.72986710185
"1894","SW1X",6059.82124982478,6093.8323232373,6128.03428563268,6162.42820838562
"1895","SW1Y",553.086904647134,556.191134712996,559.312787437433,562.451960606056
"1896","SW2 ",54635.9356661517,54942.5828001669,55250.9510077513,55561.0499485229
"1897","SW20",28433.6949616322,28593.2806072909,28753.7619359881,28915.1439747931
"1898","SW3 ",22294.430320049,22419.5590119766,22545.3899954325,22671.9272120659
"1899","SW4 ",39808.178558839,40031.6041068158,40256.2836427241,40482.2242046388
"1900","SW5 ",15579.9552976328,15667.3986365608,15755.3327559421,15843.7604103084
"1901","SW6 ",65514.6522742839,65882.3567916673,66252.1250704752,66623.9686936799
"1902","SW7 ",19963.4204200998,20075.4661933135,20188.140829469,20301.4478580935
"1903","SW8 ",36612.3418625325,36817.8306047832,37024.4726636765,37232.2745122641
"1904","SW9 ",43642.5792268745,43887.5255552897,44133.8466581767,44381.5502515313
"1905","SY1 ",26684.9347303934,26834.7053649892,26985.316595345,27136.7731393496
"1906","SY10",14745.2968778926,14828.0556514485,14911.278913082,14994.9692697574
"1907","SY11",27165.6175311594,27318.0860238853,27471.4102542451,27625.5950251127
"1908","SY12",8296.30356970701,8342.86702069495,8389.6918115615,8436.77940909083
"1909","SY13",19658.719816267,19769.055440917,19880.010330208,19991.587959796
"1910","SY14",5675.6772542335,5707.53229876391,5739.56613144886,5771.77975574651
"1911","SY15",5228.17966774627,5257.52310795067,5287.03123979494,5316.70498761979
"1912","SY16",16323.1029749678,16414.7172702934,16506.8457557899,16599.4913173773
"1913","SY17",3572.94140402049,3592.99473024596,3613.16060684582,3633.43966551512
"1914","SY18",4674.08715054524,4700.3207166291,4726.70152001671,4753.23038708536
"1915","SY19",1175.56107551364,1182.15897541726,1188.79390638975,1195.46607626996
"1916","SY2 ",17633.4161327045,17732.3846312589,17831.9085958462,17931.9911440494
"1917","SY20",6959.84448556876,6998.90698790663,7038.18873064451,7077.69094428093
"1918","SY21",16341.2040009381,16432.9198892476,16525.1505379242,16617.898836088
"1919","SY22",9587.51008891959,9641.32050609765,9695.43293714271,9749.84907712388
"1920","SY23",31031.1921883659,31205.3564272248,31380.4981722624,31556.6229097848
"1921","SY24",4689.17133885379,4715.48956575764,4741.95550512864,4768.56998601098
"1922","SY25",4367.37532160455,4391.88745101553,4416.53715607413,4441.32520893109
"1923","SY3 ",33974.6201336426,34165.3045205065,34357.0591337703,34549.8899801374
"1924","SY4 ",24677.7320728012,24816.2371742853,24955.5196431175,25095.5838423138
"1925","SY5 ",21407.4800475058,21527.6306832187,21648.4556708511,21769.9587952395
"1926","SY6 ",6590.78467828603,6627.77581256178,6664.97456157262,6702.38209056743
"1927","SY7 ",11950.6995905937,12017.773536235,12085.2239380117,12153.0529088043
"1928","SY8 ",18737.578716891,18842.7443874678,18948.5003060395,19054.8497854048
"1929","SY9 ",2911.24834355173,2927.5878818075,2944.01912660249,2960.5425926446
"1930","TA1 ",39694.5443402479,39917.3321100475,40141.3702882142,40366.6658927324
"1931","TA10",9322.02837468897,9374.34876143541,9426.96279917274,9479.87213603298
"1932","TA11",9217.44466908297,9269.17807414423,9321.20183573003,9373.51758348201
"1933","TA12",6388.65655495135,6424.51323423939,6460.57116107275,6496.83146496413
"1934","TA13",3995.29867666012,4017.72250584497,4040.27218997986,4062.94843543247
"1935","TA14",3002.75908595699,3019.61223318729,3036.55996961487,3053.60282612669
"1936","TA15",835.664032294124,840.354241720909,845.070775200922,849.813780479331
"1937","TA16",1990.10724417578,2001.27682835822,2012.50910243397,2023.80441825343
"1938","TA17",444.480748825515,446.975420987535,449.484094631537,452.006848341594
"1939","TA18",10095.3444286411,10152.005093425,10208.9837692444,10266.2822409531
"1940","TA19",11753.5995300286,11819.5672409555,11885.9051992159,11952.6154828429
"1941","TA2 ",26672.8673797465,26822.5702856864,26973.1134072554,27124.5014602091
"1942","TA20",20446.1144459737,20560.8693654266,20676.2683530507,20792.3150237133
"1943","TA21",18256.8959161249,18359.3637285717,18462.4066471393,18566.0278996417
"1944","TA22",2633.69927867426,2648.48105784243,2663.34580054298,2678.2939724132
"1945","TA23",5712.88491872794,5744.94879328097,5777.19262805829,5809.61743309637
"1946","TA24",18754.6741303074,18859.9357498134,18965.788155833,19072.2346641872
"1947","TA3 ",14492.8881268627,14574.2302426976,14656.0288955423,14738.2866477354
"1948","TA4 ",18954.7910285342,19061.1758149187,19168.1576916512,19275.7400099337
"1949","TA5 ",10211.9954848939,10269.3108600191,10326.9479207766,10384.9084726445
"1950","TA6 ",46579.9734968277,46841.40610892,47104.3060256399,47368.6814823136
"1951","TA7 ",15066.0872825879,15150.646509582,15235.6803297957,15321.191406909
"1952","TA8 ",17033.0654380239,17128.6644359432,17224.7999883914,17321.4751068098
"1953","TA9 ",12449.48341733,12519.3568140853,12589.6223790462,12660.2823132781
"1954","TD12",1169.52740019021,1176.09143576585,1182.69231234497,1189.33023669971
"1955","TD15",17257.3170375445,17354.1746596541,17451.5759003887,17549.5238108373
"1956","TF1 ",37352.4727022057,37562.1154686901,37772.9348665019,37984.9374995479
"1957","TF10",18501.2597667236,18605.099084454,18709.5212059525,18814.5294022367
"1958","TF11",9962.60357152574,10018.5192210939,10074.7487002594,10131.2937704076
"1959","TF12",5640.48081484686,5672.138317464,5703.97349952103,5735.98735825339
"1960","TF13",3716.74399922874,3737.60442527134,3758.58193157955,3779.67717527269
"1961","TF2 ",39030.8400546713,39249.9027483919,39470.1949432893,39691.7235400052
"1962","TF3 ",24088.4431162135,24223.6408016638,24359.5972914114,24496.3168442863
"1963","TF4 ",18300.1372559428,18402.8477627402,18506.1347377935,18610.0014165618
"1964","TF5 ",5376.00471317014,5406.17782941033,5436.52029389185,5467.03305709086
"1965","TF6 ",5025.04593185769,5053.24927301972,5081.61090695428,5110.13172208811
"1966","TF7 ",17729.9549378793,17829.4652656815,17929.5341005625,18030.1645771734
"1967","TF8 ",2919.29324398296,2935.67793467605,2952.15458532885,2968.7237120716
"1968","TF9 ",25607.9236851623,25751.6495372117,25896.1820583532,26041.5257760604
"1969","TN1 ",11310.1243937569,11373.6030765765,11437.4380369251,11501.6312744297
"1970","TN10",16374.3892152169,16466.2913573304,16558.7093051704,16651.6459537244
"1971","TN11",13949.8573477546,14028.1516740703,14106.8854315129,14186.0610864131
"1972","TN12",29640.4300263169,29806.7885375738,29974.0807449425,30142.3118888427
"1973","TN13",25133.2745597197,25274.3364179671,25416.1899934978,25558.8397298675
"1974","TN14",15054.0199319411,15138.5114302792,15223.4771417061,15308.9197277685
"1975","TN15",24474.5983369126,24611.9633393544,24750.0993102768,24889.0105767821
"1976","TN16",19401.2830024676,19510.1737491233,19619.6756509644,19729.7921381321
"1977","TN17",14802.6167934651,14885.6972781369,14969.2440565073,15053.2597456748
"1978","TN18",6649.11020641246,6686.42869585879,6723.95663733875,6761.69520641316
"1979","TN19",5028.0627695194,5056.28304284542,5084.66170397667,5113.19964187323
"1980","TN2 ",28587.5536823795,28748.0028684019,28909.3525841297,29071.6078838345
"1981","TN20",3738.86747541463,3759.85207065986,3780.95444307705,3802.17525369694
"1982","TN21",16072.7054490457,16162.9143747597,16253.6296029318,16344.853975212
"1983","TN22",26329.9534988653,26477.7317821643,26626.3394790442,26775.7812446334
"1984","TN23",40119.9184505492,40345.0936554722,40571.5326683706,40799.2425824349
"1985","TN24",31796.4633418868,31974.9227063459,32154.3836836077,32334.851895278
"1986","TN25",15643.3088885288,15731.1078029007,15819.3994934122,15908.186725796
"1987","TN26",11244.7595777532,11307.8713970195,11371.3374347734,11435.1596790853
"1988","TN27",12473.6181186237,12543.6269726909,12614.0287552253,12684.8256715591
"1989","TN28",8502.45414325731,8550.17462545161,8598.16294142455,8646.42059440764
"1990","TN29",13834.2119040557,13911.8571640849,13989.9382123214,14068.45749465
"1991","TN3 ",11787.7903568613,11853.9499656468,11920.4808988029,11987.3852404076
"1992","TN30",9359.23603918341,9411.76525595247,9464.58929578217,9517.70981338283
"1993","TN31",13618.0052049663,13694.4369932425,13771.2977590504,13848.5899100495
"1994","TN32",5267.39855734853,5296.96211568487,5326.69160108596,5356.5879448264
"1995","TN33",12816.531999505,12888.465476213,12960.8026834365,13033.5458871349
"1996","TN34",29857.6423379601,30025.2199650247,30193.7381305543,30363.2021133716
"1997","TN35",17303.5752150241,17400.6924636482,17498.3547880653,17596.5652475425
"1998","TN36",2315.92571164064,2328.9239695346,2341.99518085165,2355.13975504681
"1999","TN37",20676.3997208177,20792.4471287889,20909.1458590929,21026.4995673111
"2000","TN38",29197.9605025992,29361.8356298034,29526.6305149925,29692.3503203579
"2001","TN39",25912.6242889952,26058.0602896082,26204.3125576142,26351.3856743579
"2002","TN4 ",32419.9431253072,32601.9018036587,32784.8817349008,32968.8886508702
"2003","TN40",17519.7819141134,17618.1126344906,17716.9952413363,17816.4328321431
"2004","TN5 ",8805.14352198238,8854.56286463091,8904.25957600394,8954.23521284841
"2005","TN6 ",24567.1146918718,24704.9989473427,24843.65708563,24983.0934501926
"2006","TN7 ",2163.07260344725,2175.2129650321,2187.42146505076,2199.69848593386
"2007","TN8 ",12751.1671835012,12822.733796656,12894.7020812848,12967.0742917905
"2008","TN9 ",18136.2224096565,18238.0129355434,18340.3747662438,18443.3111082368
"2009","TQ1 ",31878.9235713069,32057.8457482486,32237.7721355529,32418.7083694047
"2010","TQ10",4051.61297967873,4074.35287592484,4097.2204010644,4120.21627142145
"2011","TQ11",4156.19668528474,4179.52356321603,4202.98136450711,4226.57082397241
"2012","TQ12",53291.4316815822,53590.5327145101,53891.3124681079,54193.780364286
"2013","TQ13",23263.8408220124,23394.4103826372,23525.7127719592,23657.7521030191
"2014","TQ14",19570.2259115234,19680.064859363,19790.520284218,19901.595646099
"2015","TQ2 ",33732.2675081518,33921.5916778414,34111.9784396387,34303.4337573991
"2016","TQ3 ",30538.442036953,30709.840689026,30882.2013252727,31055.5293448813
"2017","TQ4 ",18751.6572926457,18856.9019799877,18962.7373588106,19069.166744402
"2018","TQ5 ",19412.3447405605,19521.2975718176,19630.8619067131,19741.0411773442
"2019","TQ6 ",8313.39898312338,8360.05838304062,8406.97966135502,8454.1642878732
"2020","TQ7 ",16584.5622389828,16677.6439885213,16771.2481643966,16865.3776987547
"2021","TQ8 ",2082.62359913494,2094.31243634657,2106.06687778714,2117.88729166389
"2022","TQ9 ",17355.8670678271,17453.2778072938,17551.2352697867,17649.742523818
"2023","TR1 ",20649.2481818623,20765.1432003576,20881.6886858914,20998.888289245
"2024","TR10",11321.1861318499,11384.7268992708,11448.6242926739,11512.8803136418
"2025","TR11",28987.7874788333,29150.4829986124,29314.0916557663,29478.6185753276
"2026","TR12",9637.79071661479,9691.88333652611,9746.27955418248,9800.98107354261
"2027","TR13",19934.2576560366,20046.139751665,20158.6497915859,20271.7913001706
"2028","TR14",24770.2484277604,24909.2727822737,25049.0774184707,25189.6667157243
"2029","TR15",20206.7786581446,20320.1902925872,20434.2384559414,20548.9267207601
"2030","TR16",14239.4737632789,14319.3935773382,14399.7619456619,14480.581385785
"2031","TR17",1455.12136549891,1463.28831259947,1471.50109713085,1479.75997635811
"2032","TR18",19983.5326711779,20095.6913254848,20208.4794762849,20321.900656661
"2033","TR19",9083.69819941375,9134.68094520454,9185.94983440425,9237.50647300818
"2034","TR2 ",9518.12282270023,9571.54380010638,9625.26460562783,9679.28692206603
"2035","TR20",9345.15746342876,9397.6076634325,9450.35224301104,9503.39285438559
"2036","TR21",1732.67043037639,1742.39513656453,1752.17442319036,1762.00859658952
"2037","TR22",169.948521609756,170.902366848175,171.861565594411,172.826147895315
"2038","TR24",175.982196933179,176.96990649959,177.963159639183,178.961987465563
"2039","TR25",136.763307330928,137.530898765396,138.302798348165,139.079030258952
"2040","TR26",11707.341352549,11773.0494369613,11839.1263115393,11905.5740461376
"2041","TR27",14848.8749709447,14932.2150821311,15016.0229441839,15100.30118238
"2042","TR3 ",12468.5900558542,12538.5706896481,12608.9440935213,12679.7124719172
"2043","TR4 ",11109.0018829762,11171.3517548627,11234.051568766,11297.1032887547
"2044","TR5 ",3905.79915936267,3927.72066768232,3949.76521164908,3971.93348180713
"2045","TR6 ",3535.73373952604,3555.5782357289,3575.53411023639,3595.60198816526
"2046","TR7 ",20302.3118507654,20416.2596704012,20530.847028317,20646.0775139557
"2047","TR8 ",8017.74889227564,8062.74894012131,8108.0015531612,8153.50814893106
"2048","TR9 ",8270.15764330551,8316.57434887215,8363.25157070082,8410.19077095309
