"","shortPostCode","population2019","population2020","population2021","population2022"
"574","DY10",36015.0080055136,36217.1441792932,36420.4148532441,36624.8263948096
"575","DY11",30245.808783767,30415.5650159324,30586.2740141012,30757.9411257242
"576","DY12",12374.0624757872,12443.5125684426,12513.3524534866,12583.58431865
"577","DY13",22333.6492096513,22458.9980197108,22585.0503567236,22711.8101692725
"578","DY14",8576.8694722462,8625.00761448572,8673.4159346434,8722.09594910736
"579","DY2 ",34654.4142200816,34848.9139878992,35044.505396148,35241.1945717187
"580","DY3 ",33919.3114431779,34109.6854070352,34301.1278550266,34493.6447840768
"581","DY4 ",43086.4754845657,43328.300650751,43571.4830737169,43816.0303711401
"582","DY5 ",42133.1547834648,42369.6293858275,42607.4312146429,42846.5677190409
"583","DY6 ",27643.2834942638,27798.4329129556,27954.4531161229,28111.3489910907
"584","DY7 ",8346.58419740221,8393.4298511234,8440.53842860127,8487.91140550957
"585","DY8 ",51021.7641474212,51308.1265489696,51596.0961749328,51885.6820459444
"586","DY9 ",30240.7807209975,30410.5087328895,30581.1893523973,30752.8279260824
"587","E1  ",70784.0620567402,71181.3414205693,71580.8505362427,71982.601918363
"588","E10 ",43362.0133243353,43605.3849614989,43850.1225350948,44096.2337115148
"589","E11 ",54995.9449604493,55304.6126660347,55615.012785756,55927.155042881
"590","E12 ",42845.1284716287,43085.5990646944,43327.419311926,43570.5967883302
"591","E13 ",47433.7385550921,47699.9629695952,47967.6815829751,48236.9027815037
"592","E14 ",83101.8102295089,83568.223618932,84037.2547786448,84508.918401024
"593","E15 ",51939.8884091354,52231.4038325932,52524.555402079,52819.3523005505
"594","E16 ",45625.647183173,45881.7235873879,46139.2372342251,46398.1961902861
"595","E17 ",103707.817071553,104289.882785121,104875.215373882,105463.833173349
"596","E18 ",19975.4877707467,20087.6012726163,20200.3440175585,20313.719537234
"597","E1W ",12497.7528199174,12567.8971312966,12638.4351314044,12709.3690298401
"598","E2  ",46068.1167068907,46326.6764951583,46586.687464175,46848.1577587709
"599","E3  ",52664.9350605001,52960.5198473715,53257.7636197924,53556.6756889086
"600","E4  ",60695.7569159765,61036.4151234042,61378.985293384,61723.4781569085
"601","E5  ",48764.163963907,49037.855462732,49313.0830698473,49589.8554067434
"602","E6  ",79232.2131220867,79676.9081891582,80124.0991312643,80573.7999566384
"603","E7  ",54436.8243804787,54742.3539916703,55049.5984042738,55358.5672427047
"604","E8  ",39480.3488662663,39701.9344524223,39924.7636996248,40148.8435879886
"605","E9  ",37979.9749358417,38193.1395924372,38407.5006471582,38623.0648148536
"606","EC1A",899.017623190069,904.063408060762,909.137512671028,914.240095966934
"607","EC1M",2486.8798458043,2500.83759299135,2514.87367878686,2528.9885428705
"608","EC1N",2664.87326784528,2679.83001270807,2694.87070310763,2709.99581019281
"609","EC1R",4912.41732582046,4939.98853285998,4967.71448478521,4995.59605011015
"610","EC1V",12836.644250583,12908.6906083844,12981.1413302524,13053.9986857024
"611","EC1Y",3788.14249055592,3809.40364447974,3830.78412777602,3852.28461018729
"612","EC2A",1235.89782874787,1242.8343719314,1249.80984683747,1256.82447197244
"613","EC2Y",3267.23518763371,3285.57272124096,3304.01317524404,3322.55712728923
"614","EC3R",228.274049736181,229.555250145182,230.843641360541,232.139263741045
"615","EC4A",151.847495639486,152.699747893932,153.556783460095,154.418629184572
"616","EC4V",598.339469572809,601.697682098605,605.074742773224,608.470757382915
"617","EC4Y",321.796017249242,323.602114742107,325.418349054507,327.244777079887
"618","EN1 ",45249.5480880129,45503.5136157831,45758.9045387676,46015.728857074
"619","EN10",17131.6154683065,17227.7675835829,17324.4593577893,17421.6938197905
"620","EN11",21571.3948937921,21692.4655104154,21814.2156424007,21936.6491035645
"621","EN2 ",29875.7433639304,30043.4225839789,30212.0429126886,30381.6096320824
"622","EN3 ",57393.3252889562,57715.4484208634,58039.3794862121,58365.1286321262
"623","EN4 ",25721.5579037534,25865.92153398,26011.095412863,26157.0840879667
"624","EN5 ",38284.6755396746,38499.5503448336,38715.6311464191,38932.9247131512
"625","EN6 ",29172.8201887516,29336.5542145891,29501.2072064726,29666.7843221485
"626","EN7 ",22173.7568135806,22298.2082189483,22423.3581145371,22549.210420661
"627","EN8 ",36027.0753561604,36229.279258596,36432.6180413336,36637.0980739501
"628","EN9 ",23765.6414864104,23899.0274303132,24033.1620100161,24168.049427278
"629","EX1 ",21641.7877725654,21763.2534730153,21885.4009062564,22008.2338985508
"630","EX10",17303.5752150241,17400.6924636482,17498.3547880653,17596.5652475425
"631","EX11",7838.74985768075,7882.74526379601,7926.98759649963,7971.47824168037
"632","EX12",9468.84780755894,9521.9922262865,9575.43492092886,9629.17756557567
"633","EX13",11392.5846231771,11456.5261184792,11520.8264888703,11585.4877485564
"634","EX14",20803.1069026096,20919.8654614687,21037.2793340331,21155.3521982863
"635","EX15",21432.6203613534,21552.9120984329,21673.8789793709,21795.5247934488
"636","EX16",32622.0712486419,32805.1643819811,32989.2851354006,33174.4392764735
"637","EX17",19648.6636907279,19758.9428748313,19869.8410068,19981.3615605122
"638","EX18",3134.49433051839,3152.08684890984,3169.77810625905,3187.56865674377
"639","EX19",3544.78425251118,3564.67954520602,3584.68650130355,3604.80574752063
"640","EX2 ",40926.4197187801,41156.1214555446,41387.1124056885,41619.3998049914
"641","EX20",20078.0602512449,20190.7494466903,20304.0711163196,20418.0288099282
"642","EX21",4645.92999903593,4672.00553158917,4698.22741447444,4724.59646909087
"643","EX22",10805.3068916972,10865.9522590748,10926.9380018459,10988.2660303856
"644","EX23",15792.1395465065,15880.7737809689,15969.9054798499,16059.5374351955
"645","EX24",3810.2659667418,3831.65128986826,3853.15663927352,3874.78268861154
"646","EX3 ",4967.72601628517,4995.60764633128,5023.64576352895,5051.84124617075
"647","EX31",25617.9798107013,25761.7621032974,25906.3513817611,26051.7521753441
"648","EX32",23911.4553067265,24045.6596385557,24180.6171994314,24316.3322168923
"649","EX33",10281.3827511133,10339.0875660103,10397.1162522915,10455.4706277024
"650","EX34",17403.1308578606,17500.8068678966,17599.031089804,17697.8066004516
"651","EX35",1656.24387627969,1665.53963431328,1674.88756528991,1684.28796203304
"652","EX36",8524.57761944319,8572.42227084013,8620.53545292204,8668.91867283188
"653","EX37",3380.86940622485,3399.84471800926,3418.92652975391,3438.11543919556
"654","EX38",8177.64128834635,8223.5387408838,8269.69379534765,8316.10789754263
"655","EX39",37371.5793407299,37581.3293442529,37792.256580977,38004.367658187
"656","EX4 ",55018.0684366352,55326.8603114232,55637.3852972535,55949.6531213053
"657","EX5 ",18672.2139008872,18777.0127079108,18882.3997038878,18988.3781900604
"658","EX6 ",13749.7404495278,13826.9116089651,13904.5158956946,13982.5557406665
"659","EX7 ",12501.775270133,12571.9421577309,12642.5028607676,12713.4595895536
"660","EX8 ",37659.1845311464,37870.5487343036,38083.0992304444,38296.8426777021
"661","EX9 ",6800.95770205194,6839.12844375272,6877.51342079884,6916.11383559773
"662","FY1 ",33822.7726380031,34012.6047726126,34203.5023503103,34395.4713509529
"663","FY2 ",24696.8387113254,24835.4510498481,24974.8413575926,25115.0140009529
"664","FY3 ",32134.3491599985,32314.7049268251,32496.0729501149,32678.4589112118
"665","FY4 ",43909.066553659,44155.5085565605,44403.3337284875,44652.5498325506
"666","FY5 ",45067.5322157563,45320.4761696321,45574.8397850837,45830.6310300382
"667","FY6 ",28160.1683469704,28318.2188097601,28477.1563392917,28636.9859142752
"668","FY7 ",26084.5840357127,26230.9851696735,26378.2079878902,26526.25710211
"669","FY8 ",44300.2498371276,44548.8873772939,44798.9204090568,45050.3567646883
"670","GL1 ",34343.6799409253,34536.4356958514,34730.2733028422,34925.1988338509
"671","GL10",14031.3119646208,14110.0634593644,14189.2569511173,14268.8949206114
"672","GL11",18240.8061152625,18343.1836228346,18446.1357296866,18549.6656607877
"673","GL12",15129.4408734839,15214.3556759219,15299.7470672658,15385.6177223966
"674","GL13",5895.90640353845,5928.99749604054,5962.27431408304,5995.73790006055
"675","GL14",15810.2405724768,15898.9763999231,15988.2102619842,16077.9449539062
"676","GL15",20859.4212056282,20976.4958315485,21094.2275451176,21212.6200342753
"677","GL16",13456.1015837878,13531.6246792629,13607.5716521824,13683.9448815811
"678","GL17",11242.7483526454,11305.8488838024,11369.3035700918,11433.1143992285
"679","GL18",7535.05486640178,7577.34576800815,7619.87402957944,7662.64098331123
"680","GL19",9858.01986591974,9913.34853380273,9968.98773681665,10024.9392178567
"681","GL2 ",52109.8369307452,52402.3061994414,52696.4169676734,52992.1784484458
"682","GL20",28391.4592343683,28550.807829731,28711.0507776747,28872.1930978014
"683","GL3 ",30663.1379936371,30835.2365084885,31008.3009355313,31182.3366959997
"684","GL4 ",48076.3249770367,48346.1559424708,48617.5013487433,48890.3696957351
"685","GL5 ",31214.2136731764,31389.4051299844,31565.5798582872,31742.743376749
"686","GL50",22622.2600126217,22749.2286663701,22876.9099385318,23005.307828716
"687","GL51",51809.1587771279,52099.9404734792,52392.3541977756,52686.4091098618
"688","GL52",43507.8271446514,43752.0171697414,43997.5777245101,44244.5165011291
"689","GL53",19865.8760023712,19977.3743022823,20089.4983924118,20202.2517850411
"690","GL54",22270.2956187553,22395.2888533709,22520.9836192535,22647.3838537849
"691","GL55",5452.43126726684,5483.03333166158,5513.8071517923,5544.75369164733
"692","GL56",8450.16229045431,8497.58928180602,8545.28245970319,8593.24331813216
"693","GL6 ",24597.2830684889,24735.3366455998,24874.1650558539,25013.7726480439
"694","GL7 ",42517.2987790561,42755.9294103009,42995.8993688267,43237.2161716801
"695","GL8 ",8588.93682289304,8637.14269378855,8685.61912273295,8734.36762824786
"696","GL9 ",2681.96868126165,2697.02137505375,2712.15855290115,2727.38068897518
"697","GU1 ",29332.7125848223,29497.3440153516,29662.8994486591,29829.3840707601
"698","GU10",22362.8119737145,22488.3244613593,22614.5413946066,22741.4667271954
"699","GU11",23422.7276055292,23554.1889267911,23686.3880818049,23819.3292117023
"700","GU12",31655.6775843402,31833.3467811462,32012.0131558963,32191.6823053055
"701","GU14",55302.65678939,55613.0459316482,55925.1771496986,56239.0602210353
"702","GU15",34973.1933996692,35169.4823328156,35366.8729481801,35565.3714290135
"703","GU16",23900.3935686335,24034.5358158614,24169.4309436827,24305.0831776802
"704","GU17",11163.304960887,11225.9596117254,11288.965915169,11352.325844887
"705","GU18",6829.11485356125,6867.44362879265,6905.98752634111,6944.74775359222
"706","GU19",5623.3854014305,5654.94695511832,5686.68564972751,5718.60247947102
"707","GU2 ",34363.7921920034,34556.6608280228,34750.6119496581,34945.6516324184
"708","GU20",4416.65033674584,4441.43902483542,4466.3668407731,4491.43456542145
"709","GU21",50017.1572060712,50297.8811970091,50580.1807664783,50864.0647574982
"710","GU22",33587.4593003896,33775.9707262074,33965.5401825641,34156.1736077132
"711","GU23",6907.55263276575,6946.32164426104,6985.30824892315,7024.51366800545
"712","GU24",17945.1560244147,18045.8741799153,18147.1576214927,18249.0095218456
"713","GU25",5478.57719366834,5509.32600348437,5540.24739265298,5571.34232978507
"714","GU26",7516.95384043151,7559.14314905391,7601.56924744512,7644.23346460048
"715","GU27",17824.4825179463,17924.523386887,18025.1257405973,18126.2927304406
"716","GU28",6687.3234834608,6724.85644698441,6762.60006628897,6800.5555236914
"717","GU29",9145.04056520189,9196.36759832726,9247.98270719276,9299.88750863904
"718","GU3 ",11133.1365842699,11195.6219134683,11258.4579449451,11321.6466470357
"719","GU30",9131.96760200114,9183.22126241586,9234.76258676242,9286.59318957017
"720","GU31",11285.9896924632,11349.3329179708,11413.031660746,11477.0879161487
"721","GU32",12036.1766576755,12103.7303479634,12171.6631869793,12239.9773027161
"722","GU33",8489.38118005656,8537.02828954021,8584.94282099421,8633.12627533877
"723","GU34",29950.1586929193,30118.255573013,30287.2959059074,30457.2849867821
"724","GU35",23197.4703934547,23327.6674464716,23458.5952374668,23590.2578677463
"725","GU4 ",15983.2059317483,16072.912536597,16163.122624601,16253.8390215866
"726","GU46",14912.2285618406,14995.924248471,15080.089681654,15164.7274978676
"727","GU47",18967.863991735,19074.3221508301,19181.3778120816,19289.0343290026
"728","GU5 ",11282.9728548015,11346.2991481451,11409.9808637236,11474.0199963635
"729","GU51",23736.4787223472,23869.7009886647,24003.6709721331,24138.3928693552
"730","GU52",16042.5370724286,16132.5766765026,16223.121632708,16314.1747773607
"731","GU6 ",14283.7207156507,14363.8888681153,14444.5069686569,14525.5775426335
"732","GU7 ",22952.1009303022,23080.9208339808,23210.4637463127,23340.7337252229
"733","GU8 ",17747.0503512957,17846.6566280272,17946.821950356,18047.5494559558
"734","GU9 ",29850.6030500828,30018.1411687647,30186.6196041687,30356.043633873
"735","HA0 ",48629.4118816838,48902.3470771838,49176.8141361807,49452.8216563412
"736","HA1 ",39429.0626260172,39650.3603653852,39872.9001502442,40096.6889516415
"737","HA2 ",55578.1946291597,55890.1302423962,56203.8166110765,56519.26356141
"738","HA3 ",69944.3755742305,70336.9421524141,70731.7120316786,71128.6975781702
"739","HA4 ",50456.6098921272,50739.8003349538,51024.5801994059,51310.9584061979
"740","HA5 ",45237.4807373661,45491.3785364803,45746.7013506781,46003.4571779335
"741","HA6 ",22107.3863850229,22231.4652827828,22356.2405800446,22481.7161853882
"742","HA7 ",37405.7701675626,37615.7120689442,37826.832280564,38039.1374157517
"743","HA8 ",66750.5501030318,67125.1911635987,67501.9349173127,67880.7931656523
"744","HA9 ",48113.5326415312,48383.5724369878,48655.1278453527,48928.207373085
"745","HD1 ",23090.8754627409,23220.4742459633,23350.8004093425,23481.8580353386
"746","HD2 ",29668.5871778262,29835.1037226137,30002.5548504847,30170.9458068372
"747","HD3 ",29453.3860912907,29618.6948083799,29784.9313295545,29952.100862165
"748","HD4 ",30444.92006944,30615.793824429,30787.6266175787,30960.4238315424
"749","HD5 ",31230.3034740389,31405.5852357215,31581.8507757399,31759.105615603
"750","HD6 ",27497.4696739477,27651.800704713,27806.9979267076,27963.0662014763
"751","HD7 ",22803.2702723244,22931.2548559126,23059.957759875,23189.3830158235
"752","HD8 ",34512.6228499812,34706.326806091,34901.1179360958,35097.0023418179
"753","HD9 ",35587.6226701044,35787.3601206513,35988.2186084061,36190.2044252504
"754","HG1 ",34392.9549560666,34585.9872696713,34780.1029875412,34975.3081903413
"755","HG2 ",33660.8690168246,33849.792458633,34039.7762434422,34230.8263224845
"756","HG3 ",26548.1714230624,26697.1744662238,26847.0137969968,26997.6941090907
"757","HG4 ",25997.0957435231,26143.005844728,26289.734874241,26437.2874283414
"758","HG5 ",18520.3664052478,18624.3129600168,18728.8429204277,18833.9595608759
"759","HP1 ",24550.0192784554,24687.8075849971,24826.3692358365,24965.7085714102
"760","HP10",19071.4420847871,19178.4815815127,19286.1218431835,19394.3662416252
"761","HP11",13580.7975404719,13657.0204987255,13733.671262441,13810.7522326996
"762","HP12",22950.0897051944,23078.8983207636,23208.4298816311,23338.6884453662
"763","HP13",43300.6709585472,43543.6983083762,43788.0896623063,44033.8526758839
"764","HP14",17822.4712928385,17922.5008736699,18023.0918759157,18124.2474505839
"765","HP15",17525.8155894368,17624.180174142,17723.0968353811,17822.5686717133
"766","HP16",11912.4863135454,11979.3457851094,12046.5805090615,12114.1925915261
"767","HP17",10100.3724914106,10157.0613764679,10214.0684309483,10271.3954405949
"768","HP18",13597.8929538883,13674.2118610712,13750.9591122345,13828.137111482
"769","HP19",23890.3374430945,24024.4232497757,24159.2616202747,24294.8567783965
"770","HP2 ",38647.7016716339,38864.6139805271,39082.7437214463,39302.0977272944
"771","HP20",14991.671953599,15075.8135205479,15160.4273365768,15245.5160522092
"772","HP21",33542.2067354639,33730.4641788218,33919.7782272284,34110.1548109363
"773","HP22",24836.618856318,24976.0157184392,25116.1949529631,25257.160950997
"774","HP23",17556.9895786078,17655.5291290076,17754.6217379457,17854.270509493
"775","HP27",12279.5348957203,12348.4544472371,12417.7608134518,12487.4561653828
"776","HP3 ",32274.1293049911,32455.2695954162,32637.4265454854,32820.6058612559
"777","HP4 ",24107.5497547377,24242.8546772267,24378.9190058865,24515.7470029254
"778","HP5 ",25532.5027436195,25675.8052915691,25819.9121327935,25964.8277814323
"779","HP6 ",14229.4176377399,14309.2810112525,14389.592622254,14470.3549865013
"780","HP7 ",10684.6333852287,10744.6014660465,10804.9061209504,10865.5492389806
"781","HP8 ",6857.27200507056,6895.75881383259,6934.46163188338,6973.38167158672
"782","HP9 ",17249.2721371133,17346.0846067855,17443.4404416624,17541.3426914103
"783","HR1 ",32063.9562812252,32243.9169642253,32424.8876862592,32606.8741162256
"784","HR2 ",39340.5687212737,39561.3697838312,39783.4101042542,40006.6966379446
"785","HR3 ",7799.5309680785,7843.30625606182,7887.32723520861,7931.59528447376
"786","HR4 ",30509.2792728898,30680.5142473775,30852.7102873896,31025.8727869584
"787","HR5 ",4696.21062673112,4722.56836201763,4749.07403151421,4775.7284655096
"788","HR6 ",20608.0180671522,20723.6816794062,20839.9944599188,20956.9600521816
"789","HR7 ",7195.15782318226,7235.5410343118,7276.15089839061,7316.9886875206
"790","HR8 ",14093.6599429629,14172.7613690957,14252.3067562466,14332.2985961707
"791","HR9 ",21177.1947726618,21296.0529198564,21415.5781648089,21535.7742516417
"792","HU1 ",3312.48775255938,3331.07926862656,3349.77513057983,3368.57592406609
"793","HU10",19163.9584397462,19271.517189501,19379.6796185367,19488.4491150356
"794","HU11",11924.5536641922,11991.4808644122,12058.7836971511,12126.4642706666
"795","HU12",25739.6589297237,25884.1241529343,26029.4001949974,26175.4916066775
"796","HU13",15084.1883085582,15168.8491285363,15253.98511193,15339.5989256197
"797","HU14",8324.46072121632,8371.18220573488,8418.16591710377,8465.41332708532
"798","HU15",24282.526339117,24418.8133271177,24555.8652331849,24693.6863504626
"799","HU16",16558.4163125813,16651.3513166985,16744.807923536,16838.7890606169
"800","HU17",43743.1404822649,43988.6512161466,44235.5398922562,44483.8142443688
"801","HU18",8823.24454795265,8872.76548358515,8922.56435813826,8972.64273155915
"802","HU19",7175.04557210419,7215.31590214042,7255.8122515747,7296.5358889531
"803","HU2 ",4039.54562903189,4062.21779662201,4085.01721297486,4107.94459228096
"804","HU20",1020.69674221244,1026.42545769762,1032.18632590726,1037.97952730027
"805","HU3 ",27488.4191609626,27642.6993952359,27797.8455356404,27953.862442121
"806","HU4 ",23338.2561510013,23469.2433716713,23600.9657651781,23733.4274577188
"807","HU5 ",51350.5994525477,51638.8074599717,51928.6330503729,52220.085302523
"808","HU6 ",34165.6865188843,34357.4432761346,34550.2762785215,34744.1915665286
"809","HU7 ",42519.3100041639,42757.951923518,42997.9332335083,43239.2614515368
"810","HU8 ",35010.4010641636,35206.8988273327,35404.4994447895,35603.2091063633
"811","HU9 ",42646.0171859558,42885.3702561977,43126.0667084485,43368.114082512
"812","HX1 ",24266.4365382545,24402.6332213806,24539.5943157322,24677.3241116086
"813","HX2 ",36077.3559838556,36279.8420890245,36483.4646583734,36688.2300703688
"814","HX3 ",46200.857564006,46460.1623674895,46720.92253316,46983.1462293164
"815","HX4 ",12244.3384563336,12313.0604659372,12382.168181524,12451.6637678897
"816","HX5 ",10318.5904156077,10376.5040605274,10434.7427489009,10493.3083050522
"817","HX6 ",18792.8874073557,18898.3635009391,19004.4315847832,19111.0949814654
"818","HX7 ",13377.6638045833,13452.7466637945,13528.2509296003,13604.1789671679
"819","IG1 ",64912.2903544955,65276.6140831344,65642.9825983388,66011.4073765834
"820","IG10",31703.9469869276,31881.8870983575,32060.8259082545,32240.7690218675
"821","IG11",53658.4802637571,53959.6413766378,54262.4927724982,54567.0439381428
"822","IG2 ",29130.5844614876,29294.0814370292,29458.4960481592,29623.8334451568
"823","IG3 ",36270.4335942052,36474.0033578697,36678.7156678061,36884.5769366168
"824","IG4 ",8962.01908039138,9012.31889556768,9062.90102116801,9113.76704167485
"825","IG5 ",17109.4919921206,17205.5199381944,17302.0868462918,17399.1957413662
"826","IG6 ",26919.242455453,27070.3281547858,27222.2618307503,27375.0482426609
"827","IG7 ",20511.4792619774,20626.6010449836,20742.3689552024,20858.7866190577
"828","IG8 ",35442.8144623423,35641.7391690174,35841.7803513315,36042.9442755644
"829","IG9 ",12957.3177570515,13030.0414014127,13103.1732111479,13176.7154771073
"830","IP1 ",39764.9372190211,39988.1200726473,40212.5555520699,40438.2506877186
"831","IP10",3075.16318983807,3092.42270900426,3109.77909815213,3127.23290096967
"832","IP11",29460.4253791681,29625.7736046399,29792.0498559401,29959.2593416636
"833","IP12",24533.929477593,24671.62747926,24810.0983183838,24949.3463325563
"834","IP13",18233.7668273852,18336.1048265746,18439.017203301,18542.5071812891
"835","IP14",39221.906439913,39442.04150402,39663.4120880404,39886.0251263963
"836","IP15",2479.84055792697,2493.75879673136,2507.75515240129,2521.83006337188
"837","IP16",6582.7397778548,6619.68575969323,6656.83910284625,6694.20097114044
"838","IP17",10844.5257812994,10905.391266809,10966.5983631369,11028.1489875922
"839","IP18",4082.78696884975,4105.70183079048,4128.74530362905,4151.91810920106
"840","IP19",10338.7026666858,10396.7291926988,10455.0813957168,10513.7611036197
"841","IP2 ",31307.7356406895,31483.4519945813,31660.1545659811,31837.8488900879
"842","IP20",7835.73302001904,7879.71149397031,7923.93679947724,7968.41032189525
"843","IP21",11282.9728548015,11346.2991481451,11409.9808637236,11474.0199963635
"844","IP22",21998.7802292013,22122.2495690573,22246.4118872387,22371.2710731238
"845","IP23",7049.3440028662,7088.90882606928,7128.69570897529,7168.70589790627
"846","IP24",27981.1693123755,28138.2151334348,28296.1423826302,28454.9560070245
"847","IP25",18315.2214442514,18418.0166118687,18521.3887229054,18625.3410154874
"848","IP26",8995.20429467021,9045.69036365046,9096.45978841426,9147.51415931121
"849","IP27",19119.7114873745,19227.021898724,19334.9345955417,19443.4529581872
"850","IP28",24635.4963455373,24773.7643967254,24912.8084848041,25052.6329653221
"851","IP29",9067.60839855129,9118.50083946744,9169.67891695152,9221.14423415419
"852","IP3 ",34767.0428261188,34962.174728059,35158.4018183171,35355.7302436967
"853","IP30",13650.1848066913,13726.7972047168,13803.8395939559,13881.3143877575
"854","IP31",21418.5417855987,21538.7545059129,21659.6419265998,21781.2078344516
"855","IP32",17186.9241587712,17283.3866970542,17380.390636533,17477.9390158511
"856","IP33",24340.8518672434,24477.4662104147,24614.8473089511,24752.9994663083
"857","IP4 ",36570.1061352685,36775.3578272233,36981.7615053631,37189.3236352724
"858","IP5 ",19759.2810716573,19870.1811017739,19981.7035642875,20093.8519526334
"859","IP6 ",16269.8055096109,16361.1206700392,16452.9483417277,16545.2914011734
"860","IP7 ",16714.2862584364,16808.0960910268,16902.4324363592,16997.298249515
"861","IP8 ",10981.2890886304,11042.9221655744,11104.901161485,11167.2280178511
"862","IP9 ",11412.6968742551,11476.7512506505,11541.1651356862,11605.9405471239
"863","KT1 ",24032.1288131949,24167.010431584,24302.6490803269,24439.0490082973
"864","KT10",21010.2630887138,21128.1843228339,21246.7673962369,21366.0160235315
"865","KT11",15064.0760574801,15148.6239963649,15233.6464651141,15319.1461270522
"866","KT12",37040.7328104955,37248.6259200337,37457.6858408553,37667.9191217517
"867","KT13",21411.5024977214,21531.6757096529,21652.5234002142,21774.049354953
"868","KT14",13424.9275946168,13500.2757243973,13576.0467496177,13652.2430438015
"869","KT15",27526.6324380109,27681.1271463615,27836.4889645907,27992.7227593992
"870","KT16",18565.6189701734,18669.8195074024,18774.6048757634,18879.9783576527
"871","KT17",23432.7837310682,23564.3014928768,23696.5574052129,23829.555610986
"872","KT18",17542.9110028532,17641.3715364877,17740.3846851746,17839.9535504957
"873","KT19",34289.3768630145,34481.8278389886,34675.3589564393,34869.9762777187
"874","KT2 ",30620.9022663732,30792.7637309286,30965.5897772179,31139.385819008
"875","KT20",20674.3884957099,20790.4246155718,20907.1119944113,21024.4542874544
"876","KT21",13803.0379148847,13880.5082092193,13958.4133097567,14036.7556568704
"877","KT22",24289.5656269943,24425.8921233777,24562.9837595705,24700.8448299612
"878","KT23",10754.0206514481,10814.3781720378,10875.0744524653,10936.1113940385
"879","KT24",9568.40345039542,9622.10663053484,9676.1112226676,9730.41891848476
"880","KT3 ",38724.1282257306,38941.4694827783,39160.0305793467,39379.8183618509
"881","KT4 ",29072.2589333612,29235.4285537322,29399.5139723931,29564.520329311
"882","KT5 ",20533.6027381633,20648.8486903721,20764.7414666999,20881.2846974819
"883","KT6 ",31598.3576687677,31775.7051544578,31954.048012471,32133.3918293881
"884","KT7 ",10423.1741212137,10481.6747478186,10540.5037123436,10599.6628576032
"885","KT8 ",19756.2642339956,19867.1473319482,19978.6527672651,20090.7840328483
"886","KT9 ",21488.934664372,21609.5424685128,21730.8271904555,21852.7926294378
"887","L1  ",7113.70320631605,7153.6292490177,7193.77937878619,7234.15485332225
"888","L10 ",15177.7102760713,15262.8959931332,15348.559819624,15434.7044389585
"889","L11 ",25367.5822847793,25509.9592077637,25653.1352289031,25797.1148331788
"890","L12 ",31975.4623764817,32154.9263826712,32335.3976402692,32516.8818025286
"891","L13 ",30736.5477100721,30909.0582409141,31082.5369964094,31256.9894107711
"892","L14 ",25283.1108302514,25425.0136526439,25567.7129122763,25711.2130791954
"893","L15 ",30177.4271301015,30346.7995665497,30517.1226149272,30688.4016105948
"894","L16 ",15199.8337522572,15285.1436385217,15370.9323311215,15457.2025173828
"895","L17 ",24294.5936897638,24430.9484064205,24568.0684212745,24705.9580296031
"896","L18 ",28572.4694940709,28732.8340192734,28894.0985990178,29056.2682849088
"897","L19 ",23862.1802915852,23996.1080647358,24130.7875147325,24266.222860402
"898","L2  ",569.176705509596,572.371240450102,575.583704890159,578.81419946005
"899","L20 ",31742.160263976,31920.3148494832,32099.4693372047,32279.6293391457
"900","L21 ",25699.4344275676,25843.6738885915,25988.7229013655,26134.5860095425
"901","L22 ",13870.4139559962,13948.2624019934,14026.54777659,14105.2725320715
"902","L23 ",30390.6169915292,30561.1859675663,30732.7122711758,30905.2012754102
"903","L24 ",16053.5988105215,16143.7004991969,16234.3078884567,16325.4238165729
"904","L25 ",33634.7230904231,33823.4997868102,34013.3360025815,34204.2376843468
"905","L26 ",15235.0301916438,15320.5376198216,15406.5249630493,15492.9949148759
"906","L27 ",6463.07188394024,6499.34622327351,6535.82415429161,6572.50681966385
"907","L28 ",6309.21316319295,6344.62396216244,6380.23350614992,6416.04291062253
"908","L29 ",406.267471777168,408.54766986191,410.840665681315,413.146531063357
"909","L3  ",17930.0718361062,18030.7053307868,18131.9036363808,18233.6699229199
"910","L30 ",19983.5326711779,20095.6913254848,20208.4794762849,20321.900656661
"911","L31 ",30973.8722727934,31147.7148005364,31322.5330288371,31498.3324338675
"912","L32 ",20561.7598896726,20677.1638754121,20793.2155722422,20909.9186154764
"913","L33 ",17034.0710505778,17129.6756925517,17225.8169207322,17322.4977467381
"914","L34 ",12082.4348351551,12150.2481519576,12218.4420746559,12287.0187394214
"915","L35 ",31238.3483744701,31413.67528859,31589.9862344662,31767.28673503
"916","L36 ",40153.103664828,40378.465123555,40605.0914356169,40832.9897000713
"917","L37 ",23674.1307440051,23807.0030789334,23940.6211670037,24074.9891937959
"918","L38 ",2593.47477651811,2608.03079349967,2622.66850691117,2637.38837527821
"919","L39 ",28836.9455957477,28998.7945073271,29161.551804647,29325.2225860714
"920","L4  ",40494.0063206015,40721.2811138599,40949.8314991465,41179.6646357903
"921","L40 ",18134.2111845487,18235.9904223263,18338.3409015622,18441.26582838
"922","L5  ",12517.8650709955,12588.122263468,12658.7737782203,12729.8218284076
"923","L6  ",23860.1690664774,23994.0855515187,24128.7536500509,24264.1775805452
"924","L7  ",18107.0596455933,18208.6864938949,18310.8837283608,18413.6545503139
"925","L8  ",32759.8401685267,32943.7065373551,33128.6048660896,33314.5409466609
"926","L9  ",32820.1769217609,33004.3819338692,33189.6208065373,33375.8993423633
